File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-2,2,Jean-Paul,244de2045df784e4,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Dew Point (°C),
493,2021/05/09 15:45:02,24.26,28.0,4.59,
494,2021/05/09 16:00:02,24.42,28.2,4.83,
495,2021/05/09 16:15:02,24.28,26.1,3.60,
496,2021/05/09 16:30:02,24.21,27.5,4.29,
497,2021/05/09 16:45:02,24.28,24.7,2.82,
498,2021/05/09 17:00:02,24.26,28.2,4.69,
499,2021/05/09 17:15:02,24.43,26.3,3.84,
500,2021/05/09 17:30:02,24.32,28.4,4.84,
501,2021/05/09 17:45:02,24.22,27.1,4.09,
502,2021/05/09 18:00:02,24.34,27.7,4.50,
503,2021/05/09 18:15:02,24.12,28.4,4.67,
504,2021/05/09 18:30:02,24.17,27.5,4.25,
505,2021/05/09 18:45:02,24.17,26.9,3.94,
506,2021/05/09 19:00:02,24.34,24.9,2.99,
507,2021/05/09 19:15:02,24.28,28.5,4.86,
508,2021/05/09 19:30:02,24.54,27.4,4.52,
509,2021/05/09 19:45:02,24.39,28.1,4.75,
510,2021/05/09 20:00:02,24.42,29.1,5.28,
511,2021/05/09 20:15:02,24.38,25.3,3.25,
512,2021/05/09 20:30:02,24.36,27.9,4.62,
513,2021/05/09 20:45:02,24.60,26.5,4.09,
514,2021/05/09 21:00:02,24.42,28.2,4.83,
515,2021/05/09 21:15:02,24.38,28.7,5.05,
516,2021/05/09 21:30:02,24.43,25.1,3.18,
517,2021/05/09 21:45:02,24.46,27.7,4.61,
518,2021/05/09 22:00:02,24.54,24.6,2.99,
519,2021/05/09 22:15:02,24.35,28.2,4.77,
520,2021/05/09 22:30:02,24.52,27.9,4.76,
521,2021/05/09 22:45:02,24.38,26.4,3.85,
522,2021/05/09 23:00:02,24.36,27.4,4.37,
523,2021/05/09 23:15:02,24.57,25.6,3.58,
524,2021/05/09 23:30:02,24.41,28.1,4.77,
525,2021/05/09 23:45:02,24.41,28.0,4.72,
526,2021/05/10 00:00:02,24.38,24.5,2.79,
527,2021/05/10 00:15:02,24.31,27.7,4.48,
528,2021/05/10 00:30:02,24.45,27.3,4.39,
529,2021/05/10 00:45:02,24.25,27.3,4.22,
530,2021/05/10 01:00:02,24.26,28.2,4.69,
531,2021/05/10 01:15:02,24.31,24.5,2.73,
532,2021/05/10 01:30:02,24.29,27.6,4.41,
533,2021/05/10 01:45:02,24.52,25.8,3.65,
534,2021/05/10 02:00:02,24.29,27.9,4.56,
535,2021/05/10 02:15:02,24.46,27.7,4.61,
536,2021/05/10 02:30:02,24.38,25.4,3.30,
537,2021/05/10 02:45:02,24.38,27.3,4.33,
538,2021/05/10 03:00:02,24.46,24.0,2.57,
539,2021/05/10 03:15:02,24.36,27.8,4.57,
540,2021/05/10 03:30:02,24.54,26.5,4.04,
541,2021/05/10 03:45:02,24.31,27.5,4.38,
542,2021/05/10 04:00:02,24.43,27.8,4.63,
543,2021/05/10 04:15:02,24.26,24.8,2.86,
544,2021/05/10 04:30:02,24.56,27.0,4.33,
545,2021/05/10 04:45:02,24.63,24.3,2.89,
546,2021/05/10 05:00:02,24.53,27.5,4.56,
547,2021/05/10 05:15:02,24.45,26.2,3.80,
548,2021/05/10 05:30:02,24.62,25.6,3.62,
549,2021/05/10 05:45:02,24.39,27.2,4.29,
550,2021/05/10 06:00:02,24.31,26.5,3.85,
551,2021/05/10 06:15:02,24.26,27.5,4.33,
552,2021/05/10 06:30:02,24.29,24.7,2.83,
553,2021/05/10 06:45:02,24.32,27.2,4.23,
554,2021/05/10 07:00:02,24.26,26.4,3.75,
555,2021/05/10 07:15:02,24.41,24.0,2.53,
556,2021/05/10 07:30:02,24.28,27.6,4.40,
557,2021/05/10 07:45:02,24.46,26.8,4.13,
558,2021/05/10 08:00:02,24.21,26.8,3.92,
559,2021/05/10 08:15:02,24.29,27.5,4.36,
560,2021/05/10 08:30:02,24.26,24.3,2.58,
561,2021/05/10 08:45:02,24.19,27.3,4.17,
562,2021/05/10 09:00:02,24.42,24.3,2.71,
563,2021/05/10 09:15:02,24.24,27.6,4.37,
564,2021/05/10 09:30:02,24.47,27.1,4.30,
565,2021/05/10 09:45:02,24.31,26.5,3.85,
566,2021/05/10 10:00:02,24.29,26.9,4.04,
567,2021/05/10 10:15:02,24.47,25.0,3.16,
568,2021/05/10 10:30:02,24.38,27.8,4.59,
569,2021/05/10 10:45:02,24.50,27.7,4.64,
570,2021/05/10 11:00:02,24.35,25.4,3.28,
571,2021/05/10 11:15:02,24.38,27.3,4.33,
572,2021/05/10 11:30:02,24.50,25.5,3.46,
573,2021/05/10 11:45:02,24.29,28.0,4.62,
574,2021/05/10 12:00:02,24.32,28.6,4.95,
575,2021/05/10 12:15:02,24.35,24.7,2.88,
576,2021/05/10 12:30:02,24.34,27.8,4.56,
577,2021/05/10 12:45:02,24.19,26.9,3.96,
578,2021/05/10 13:00:02,24.34,25.9,3.55,
579,2021/05/10 13:15:02,24.24,28.5,4.83,
580,2021/05/10 13:30:02,24.28,27.3,4.25,
581,2021/05/10 13:45:02,24.52,26.4,3.97,
582,2021/05/10 14:00:02,24.28,28.1,4.66,
583,2021/05/10 14:15:02,24.46,29.1,5.32,
584,2021/05/10 14:30:02,24.42,25.6,3.45,
585,2021/05/10 14:45:02,24.43,27.8,4.63,
586,2021/05/10 15:00:02,24.66,25.1,3.37,
587,2021/05/10 15:15:02,23.43,31.5,5.57,
588,2021/05/10 15:30:02,20.23,34.8,4.19,
589,2021/05/10 15:45:02,19.53,34.6,3.49,
590,2021/05/10 16:00:02,19.02,34.8,3.12,
591,2021/05/10 16:15:02,18.82,34.9,2.99,
592,2021/05/10 16:30:02,18.91,34.8,3.03,
593,2021/05/10 16:45:02,18.94,34.4,2.89,
594,2021/05/10 17:00:02,19.00,34.2,2.86,
595,2021/05/10 17:15:02,18.95,34.1,2.77,
596,2021/05/10 17:30:02,18.92,34.1,2.75,
597,2021/05/10 17:45:02,18.98,34.1,2.80,
598,2021/05/10 18:00:02,18.94,34.0,2.73,
599,2021/05/10 18:15:02,18.91,34.1,2.74,
600,2021/05/10 18:30:02,18.95,34.0,2.73,
601,2021/05/10 18:45:02,18.95,33.8,2.65,
602,2021/05/10 19:00:02,18.99,33.8,2.69,
603,2021/05/10 19:15:02,19.02,33.7,2.67,
604,2021/05/10 19:30:02,18.99,33.7,2.64,
605,2021/05/10 19:45:02,18.98,33.6,2.59,
606,2021/05/10 20:00:02,19.00,33.5,2.57,
607,2021/05/10 20:15:02,19.03,33.5,2.60,
608,2021/05/10 20:30:02,19.20,33.3,2.66,
609,2021/05/10 20:45:02,18.81,33.5,2.40,
610,2021/05/10 21:00:02,18.82,33.7,2.49,
611,2021/05/10 21:15:02,19.22,33.3,2.68,
612,2021/05/10 21:30:02,19.00,33.7,2.65,
613,2021/05/10 21:45:02,19.23,33.4,2.73,
614,2021/05/10 22:00:02,19.19,33.5,2.74,
615,2021/05/10 22:15:02,19.32,33.3,2.77,
616,2021/05/10 22:30:02,19.54,33.0,2.83,
617,2021/05/10 22:45:02,19.65,32.8,2.84,
618,2021/05/10 23:00:02,19.78,32.6,2.87,
619,2021/05/10 23:15:02,19.84,32.5,2.88,
620,2021/05/10 23:30:02,19.91,32.4,2.90,
621,2021/05/10 23:45:02,19.93,32.4,2.91,
622,2021/05/11 00:00:02,19.95,32.4,2.93,
623,2021/05/11 00:15:02,19.91,32.5,2.94,
624,2021/05/11 00:30:02,19.82,32.7,2.95,
625,2021/05/11 00:45:02,19.75,32.8,2.93,
626,2021/05/11 01:00:02,19.74,32.8,2.92,
627,2021/05/11 01:15:02,19.82,32.8,2.99,
628,2021/05/11 01:30:02,19.78,32.8,2.96,
629,2021/05/11 01:45:02,19.79,32.9,3.01,
630,2021/05/11 02:00:02,19.68,33.0,2.95,
631,2021/05/11 02:15:02,19.64,33.1,2.96,
632,2021/05/11 02:30:02,19.68,33.1,3.00,
633,2021/05/11 02:45:02,19.63,33.4,3.08,
634,2021/05/11 03:00:02,19.59,33.4,3.04,
635,2021/05/11 03:15:02,19.68,33.3,3.08,
636,2021/05/11 03:30:02,19.61,33.5,3.10,
637,2021/05/11 03:45:02,19.65,33.4,3.10,
638,2021/05/11 04:00:02,19.65,33.4,3.10,
639,2021/05/11 04:15:02,19.60,33.4,3.05,
640,2021/05/11 04:30:02,19.59,33.5,3.09,
641,2021/05/11 04:45:02,19.60,33.4,3.05,
642,2021/05/11 05:00:02,19.55,33.4,3.01,
643,2021/05/11 05:15:02,19.61,33.3,3.02,
644,2021/05/11 05:30:02,19.64,33.2,3.00,
645,2021/05/11 05:45:02,19.60,33.3,3.01,
646,2021/05/11 06:00:02,19.75,33.0,3.02,
647,2021/05/11 06:15:02,19.74,33.0,3.01,
648,2021/05/11 06:30:02,19.79,32.8,2.96,
649,2021/05/11 06:45:02,19.82,32.7,2.95,
650,2021/05/11 07:00:02,20.36,31.9,3.07,
651,2021/05/11 07:15:02,20.23,32.1,3.04,
652,2021/05/11 07:30:02,19.99,32.3,2.92,
653,2021/05/11 07:45:02,19.75,32.8,2.93,
654,2021/05/11 08:00:02,19.72,32.8,2.90,
655,2021/05/11 08:15:02,19.53,33.2,2.91,
656,2021/05/11 08:30:02,19.42,33.3,2.85,
657,2021/05/11 08:45:02,19.60,33.1,2.93,
658,2021/05/11 09:00:02,19.65,33.1,2.97,
659,2021/05/11 09:15:02,19.75,32.9,2.97,
660,2021/05/11 09:30:02,19.75,33.0,3.02,
661,2021/05/11 09:45:02,19.68,33.2,3.04,
662,2021/05/11 10:00:02,19.77,33.4,3.20,
663,2021/05/11 10:15:02,19.77,33.5,3.25,
664,2021/05/11 10:30:02,19.85,33.5,3.31,
665,2021/05/11 10:45:02,19.78,33.6,3.30,
666,2021/05/11 11:00:02,19.79,33.7,3.35,
667,2021/05/11 11:15:02,19.79,33.8,3.39,
668,2021/05/11 11:30:02,19.78,34.0,3.46,
669,2021/05/11 11:45:02,19.75,34.2,3.52,
670,2021/05/11 12:00:02,19.79,34.2,3.56,
671,2021/05/11 12:15:02,19.65,34.6,3.60,
672,2021/05/11 12:30:02,19.54,34.8,3.58,
673,2021/05/11 12:45:02,19.74,34.5,3.64,
674,2021/05/11 13:00:02,19.81,34.4,3.66,
675,2021/05/11 13:15:02,19.85,34.4,3.69,
676,2021/05/11 13:30:02,19.65,34.7,3.64,
677,2021/05/11 13:45:02,19.88,34.3,3.68,
678,2021/05/11 14:00:02,19.85,34.5,3.73,
679,2021/05/11 14:15:02,19.70,34.7,3.68,
680,2021/05/11 14:30:02,19.51,35.0,3.64,
681,2021/05/11 14:45:02,19.60,34.9,3.68,
682,2021/05/11 15:00:02,19.55,35.0,3.67,
683,2021/05/11 15:15:02,19.51,34.9,3.60,
684,2021/05/11 15:30:02,19.55,34.9,3.63,
685,2021/05/11 15:45:02,19.64,34.6,3.59,
686,2021/05/11 16:00:02,19.59,34.7,3.59,
687,2021/05/11 16:15:02,19.59,34.7,3.59,
688,2021/05/11 16:30:02,19.64,34.5,3.55,
689,2021/05/11 16:45:02,19.55,34.5,3.47,
690,2021/05/11 17:00:02,19.44,34.8,3.49,
691,2021/05/11 17:15:02,19.30,35.0,3.45,
692,2021/05/11 17:30:02,19.25,35.1,3.45,
693,2021/05/11 17:45:02,19.36,35.0,3.50,
694,2021/05/11 18:00:02,19.32,35.1,3.51,
695,2021/05/11 18:15:02,19.51,34.8,3.56,
696,2021/05/11 18:30:02,19.59,34.7,3.59,
697,2021/05/11 18:45:02,19.63,34.6,3.58,
698,2021/05/11 19:00:02,19.68,34.6,3.62,
699,2021/05/11 19:15:02,19.57,34.8,3.61,
700,2021/05/11 19:30:02,19.63,34.6,3.58,
701,2021/05/11 19:45:02,19.63,34.6,3.58,
702,2021/05/11 20:00:02,19.61,34.6,3.56,
703,2021/05/11 20:15:02,19.65,34.5,3.56,
704,2021/05/11 20:30:02,19.71,34.3,3.53,
705,2021/05/11 20:45:02,19.61,34.4,3.48,
706,2021/05/11 21:00:02,19.64,34.3,3.46,
707,2021/05/11 21:15:02,19.64,34.3,3.46,
708,2021/05/11 21:30:02,19.59,34.4,3.46,
709,2021/05/11 21:45:02,19.61,34.5,3.52,
710,2021/05/11 22:00:02,19.70,34.5,3.60,
711,2021/05/11 22:15:02,19.55,34.9,3.63,
712,2021/05/11 22:30:02,19.55,35.0,3.67,
713,2021/05/11 22:45:02,19.55,35.1,3.71,
714,2021/05/11 23:00:02,20.15,33.9,3.75,
715,2021/05/11 23:15:02,19.98,34.1,3.68,
716,2021/05/11 23:30:02,19.68,34.6,3.62,
717,2021/05/11 23:45:02,19.53,34.9,3.61,
718,2021/05/12 00:00:02,19.57,34.8,3.61,
719,2021/05/12 00:15:02,19.49,34.9,3.58,
720,2021/05/12 00:30:02,19.43,35.0,3.57,
721,2021/05/12 00:45:02,19.55,34.8,3.59,
722,2021/05/12 01:00:02,19.65,34.6,3.60,
723,2021/05/12 01:15:02,19.65,34.6,3.60,
724,2021/05/12 01:30:02,19.65,34.6,3.60,
725,2021/05/12 01:45:02,19.53,34.8,3.57,
726,2021/05/12 02:00:02,19.40,35.0,3.54,
727,2021/05/12 02:15:02,19.43,35.0,3.57,
728,2021/05/12 02:30:02,19.47,35.0,3.60,
729,2021/05/12 02:45:02,19.47,35.0,3.60,
730,2021/05/12 03:00:02,19.39,35.2,3.61,
731,2021/05/12 03:15:02,19.49,35.1,3.66,
732,2021/05/12 03:30:02,19.53,35.0,3.65,
733,2021/05/12 03:45:02,19.63,34.9,3.70,
734,2021/05/12 04:00:02,19.70,34.8,3.72,
735,2021/05/12 04:15:02,19.82,34.7,3.79,
736,2021/05/12 04:30:02,19.75,34.8,3.77,
737,2021/05/12 04:45:02,19.82,34.8,3.83,
738,2021/05/12 05:00:02,19.82,34.9,3.87,
739,2021/05/12 05:15:02,19.65,35.1,3.80,
740,2021/05/12 05:30:02,19.63,35.3,3.87,
741,2021/05/12 05:45:02,19.77,35.1,3.91,
742,2021/05/12 06:00:02,19.84,35.0,3.93,
743,2021/05/12 06:15:02,19.82,35.0,3.91,
744,2021/05/12 06:30:02,19.89,35.0,3.97,
745,2021/05/12 06:45:02,19.85,35.1,3.98,
746,2021/05/12 07:00:02,19.82,35.2,3.99,
747,2021/05/12 07:15:02,19.88,35.1,4.00,
748,2021/05/12 07:30:02,19.89,35.1,4.01,
749,2021/05/12 07:45:02,19.88,35.2,4.04,
750,2021/05/12 08:00:02,19.88,35.2,4.04,
751,2021/05/12 08:15:02,19.88,35.3,4.09,
752,2021/05/12 08:30:02,19.79,35.5,4.09,
753,2021/05/12 08:45:02,19.95,35.2,4.11,
754,2021/05/12 09:00:02,19.91,35.4,4.15,
755,2021/05/12 09:15:02,19.86,35.5,4.15,
756,2021/05/12 09:30:02,19.88,35.5,4.17,
757,2021/05/12 09:45:02,19.84,35.8,4.25,
758,2021/05/12 10:00:02,19.89,36.0,4.38,
759,2021/05/12 10:15:02,19.93,36.1,4.45,
760,2021/05/12 10:30:02,19.82,36.2,4.39,
761,2021/05/12 10:45:02,19.70,36.5,4.40,
762,2021/05/12 11:00:02,19.61,36.8,4.44,
763,2021/05/12 11:15:02,19.64,36.7,4.43,
764,2021/05/12 11:30:02,19.57,37.1,4.52,
765,2021/05/12 11:45:02,19.57,37.4,4.64,
766,2021/05/12 12:00:02,19.70,37.2,4.67,
767,2021/05/12 12:15:02,19.74,37.2,4.71,
768,2021/05/12 12:30:02,19.85,36.9,4.69,
769,2021/05/12 12:45:02,19.89,36.8,4.69,
770,2021/05/12 13:00:02,19.89,36.6,4.61,
771,2021/05/12 13:15:02,19.95,36.3,4.55,
772,2021/05/12 13:30:02,19.91,36.1,4.43,
773,2021/05/12 13:45:02,19.98,35.9,4.42,
774,2021/05/12 14:00:02,20.01,35.6,4.32,
775,2021/05/12 14:15:02,20.01,35.6,4.32,
776,2021/05/12 14:30:02,20.05,35.4,4.28,
777,2021/05/12 14:45:02,20.19,35.3,4.36,
778,2021/05/12 15:00:02,20.41,34.7,4.31,
779,2021/05/12 15:15:02,20.20,35.0,4.25,
780,2021/05/12 15:30:02,20.06,35.0,4.12,
781,2021/05/12 15:45:02,20.11,35.0,4.17,
782,2021/05/12 16:00:02,19.96,35.1,4.08,
783,2021/05/12 16:15:02,19.93,35.2,4.09,
784,2021/05/12 16:30:02,19.99,34.9,4.02,
785,2021/05/12 16:45:02,20.08,34.6,3.98,
786,2021/05/12 17:00:02,20.12,34.2,3.85,
787,2021/05/12 17:15:02,20.23,33.8,3.78,
788,2021/05/12 17:30:02,20.20,33.6,3.67,
789,2021/05/12 17:45:02,20.20,33.3,3.54,
790,2021/05/12 18:00:02,20.20,32.8,3.32,
791,2021/05/12 18:15:02,20.15,32.5,3.15,
792,2021/05/12 18:30:02,20.19,32.0,2.96,
793,2021/05/12 18:45:02,20.26,31.5,2.80,
794,2021/05/12 19:00:02,20.33,31.0,2.64,
795,2021/05/12 19:15:02,20.30,30.7,2.48,
796,2021/05/12 19:30:02,20.37,30.2,2.31,
797,2021/05/12 19:45:02,20.36,29.8,2.11,
798,2021/05/12 20:00:02,20.43,29.4,1.98,
799,2021/05/12 20:15:02,20.40,29.3,1.91,
800,2021/05/12 20:30:02,20.19,29.4,1.77,
801,2021/05/12 20:45:02,20.16,29.2,1.65,
802,2021/05/12 21:00:02,20.19,29.0,1.58,
803,2021/05/12 21:15:02,20.02,29.2,1.53,
804,2021/05/12 21:30:02,19.93,29.1,1.41,
805,2021/05/12 21:45:02,19.85,29.0,1.29,
806,2021/05/12 22:00:02,20.05,28.7,1.32,
807,2021/05/12 22:15:02,20.18,28.4,1.28,
808,2021/05/12 22:30:02,20.32,28.1,1.25,
809,2021/05/12 22:45:02,20.40,28.0,1.27,
810,2021/05/12 23:00:02,20.53,27.7,1.24,
811,2021/05/12 23:15:02,20.45,27.7,1.17,
812,2021/05/12 23:30:02,20.41,27.8,1.18,
813,2021/05/12 23:45:02,20.24,27.9,1.09,
814,2021/05/13 00:00:02,20.24,28.0,1.14,
815,2021/05/13 00:15:02,20.18,28.1,1.13,
816,2021/05/13 00:30:02,20.20,28.1,1.15,
817,2021/05/13 00:45:02,20.09,28.3,1.16,
818,2021/05/13 01:00:02,20.18,28.2,1.18,
819,2021/05/13 01:15:02,20.13,28.3,1.19,
820,2021/05/13 01:30:02,20.11,28.3,1.17,
821,2021/05/13 01:45:02,20.06,28.5,1.23,
822,2021/05/13 02:00:02,20.12,28.5,1.28,
823,2021/05/13 02:15:02,20.15,28.6,1.35,
824,2021/05/13 02:30:02,20.24,28.5,1.38,
825,2021/05/13 02:45:02,20.24,28.6,1.43,
826,2021/05/13 03:00:02,20.20,28.7,1.45,
827,2021/05/13 03:15:02,20.23,28.8,1.52,
828,2021/05/13 03:30:02,20.26,28.8,1.55,
829,2021/05/13 03:45:02,20.26,28.8,1.55,
830,2021/05/13 04:00:02,20.13,29.0,1.53,
831,2021/05/13 04:15:02,20.23,28.9,1.57,
832,2021/05/13 04:30:02,20.19,28.9,1.53,
833,2021/05/13 04:45:02,20.12,29.0,1.52,
834,2021/05/13 05:00:02,20.15,29.0,1.55,
835,2021/05/13 05:15:02,20.06,29.2,1.57,
836,2021/05/13 05:30:02,20.05,29.3,1.60,
837,2021/05/13 05:45:02,20.02,29.2,1.53,
838,2021/05/13 06:00:02,19.86,29.4,1.49,
839,2021/05/13 06:15:02,19.91,29.4,1.53,
840,2021/05/13 06:30:02,19.85,29.4,1.48,
841,2021/05/13 06:45:02,20.15,29.1,1.60,
842,2021/05/13 07:00:02,20.34,28.7,1.57,
843,2021/05/13 07:15:02,20.29,28.9,1.62,
844,2021/05/13 07:30:02,20.19,28.9,1.53,
845,2021/05/13 07:45:02,20.20,28.8,1.49,
846,2021/05/13 08:00:02,20.27,28.8,1.55,
847,2021/05/13 08:15:02,20.39,28.6,1.56,
848,2021/05/13 08:30:02,20.20,28.7,1.45,
849,2021/05/13 08:45:02,20.22,28.7,1.46,
850,2021/05/13 09:00:02,20.13,28.7,1.39,
851,2021/05/13 09:15:02,19.95,28.9,1.33,
852,2021/05/13 09:30:02,19.92,29.0,1.35,
853,2021/05/13 09:45:02,19.81,28.9,1.21,
854,2021/05/13 10:00:02,19.74,28.7,1.05,
855,2021/05/13 10:15:02,19.72,28.6,0.98,
856,2021/05/13 10:30:02,19.72,28.7,1.03,
857,2021/05/13 10:45:02,19.79,28.6,1.04,
858,2021/05/13 11:00:02,19.81,28.6,1.06,
859,2021/05/13 11:15:02,19.75,28.8,1.11,
860,2021/05/13 11:30:02,19.78,28.9,1.18,
861,2021/05/13 11:45:02,19.72,29.1,1.22,
862,2021/05/13 12:00:02,19.78,29.3,1.37,
863,2021/05/13 12:15:02,19.86,29.3,1.44,
864,2021/05/13 12:30:02,19.88,29.4,1.50,
865,2021/05/13 12:45:02,19.78,29.6,1.51,
866,2021/05/13 13:00:02,19.93,29.6,1.64,
867,2021/05/13 13:15:02,19.77,30.1,1.74,
868,2021/05/13 13:30:02,19.75,30.2,1.77,
869,2021/05/13 13:45:02,19.79,30.3,1.85,
870,2021/05/13 14:00:02,19.84,30.4,1.94,
871,2021/05/13 14:15:02,19.89,30.5,2.03,
872,2021/05/13 14:30:02,19.99,30.3,2.02,
873,2021/05/13 14:45:02,19.98,30.5,2.11,
874,2021/05/13 15:00:02,20.01,30.3,2.04,
875,2021/05/13 15:15:02,20.16,30.0,2.03,
876,2021/05/13 15:30:02,20.20,29.7,1.92,
877,2021/05/13 15:45:02,20.34,29.4,1.90,
878,2021/05/13 16:00:02,20.33,29.2,1.80,
879,2021/05/13 16:15:02,20.32,29.1,1.74,
880,2021/05/13 16:30:02,20.33,29.0,1.70,
881,2021/05/13 16:45:02,20.33,28.9,1.66,
882,2021/05/13 17:00:02,20.37,28.6,1.54,
883,2021/05/13 17:15:02,20.43,28.5,1.55,
884,2021/05/13 17:30:02,20.45,28.3,1.47,
885,2021/05/13 17:45:02,20.41,28.3,1.43,
886,2021/05/13 18:00:02,20.45,28.1,1.37,
887,2021/05/13 18:15:02,20.45,28.0,1.32,
888,2021/05/13 18:30:02,20.50,27.9,1.31,
889,2021/05/13 18:45:02,20.47,27.8,1.23,
890,2021/05/13 19:00:02,20.45,27.8,1.22,
891,2021/05/13 19:15:02,20.43,27.7,1.15,
892,2021/05/13 19:30:02,20.44,27.7,1.16,
893,2021/05/13 19:45:02,20.44,27.5,1.06,
894,2021/05/13 20:00:02,20.51,27.4,1.07,
895,2021/05/13 20:15:02,20.50,27.3,1.01,
896,2021/05/13 20:30:02,20.53,27.3,1.03,
897,2021/05/13 20:45:02,20.44,27.4,1.01,
898,2021/05/13 21:00:02,20.47,27.3,0.98,
899,2021/05/13 21:15:02,20.45,27.3,0.96,
900,2021/05/13 21:30:02,20.44,27.4,1.01,
901,2021/05/13 21:45:02,20.37,27.4,0.95,
902,2021/05/13 22:00:02,20.33,27.5,0.96,
903,2021/05/13 22:15:02,20.34,27.6,1.02,
904,2021/05/13 22:30:02,20.32,27.7,1.05,
905,2021/05/13 22:45:02,20.70,27.4,1.23,
906,2021/05/13 23:00:02,20.55,28.0,1.40,
907,2021/05/13 23:15:02,20.27,28.6,1.46,
908,2021/05/13 23:30:02,20.27,28.5,1.41,
909,2021/05/13 23:45:02,20.39,28.5,1.51,
910,2021/05/14 00:00:02,20.43,28.5,1.55,
911,2021/05/14 00:15:02,20.47,28.5,1.58,
912,2021/05/14 00:30:02,20.47,28.7,1.68,
913,2021/05/14 00:45:02,20.47,28.8,1.73,
914,2021/05/14 01:00:02,20.36,29.1,1.78,
915,2021/05/14 01:15:02,20.26,29.5,1.88,
916,2021/05/14 01:30:02,20.30,29.5,1.92,
917,2021/05/14 01:45:02,20.27,29.6,1.94,
918,2021/05/14 02:00:02,20.23,29.9,2.04,
919,2021/05/14 02:15:02,20.18,30.1,2.09,
920,2021/05/14 02:30:02,20.13,30.3,2.14,
921,2021/05/14 02:45:02,20.06,30.6,2.22,
922,2021/05/14 03:00:02,20.09,30.7,2.29,
923,2021/05/14 03:15:02,20.30,30.5,2.38,
924,2021/05/14 03:30:02,20.41,30.4,2.43,
925,2021/05/14 03:45:02,20.43,30.5,2.50,
926,2021/05/14 04:00:02,20.39,30.7,2.55,
927,2021/05/14 04:15:02,20.30,30.9,2.57,
928,2021/05/14 04:30:02,20.32,31.0,2.63,
929,2021/05/14 04:45:02,20.39,31.1,2.74,
930,2021/05/14 05:00:02,20.06,31.4,2.58,
931,2021/05/14 05:15:02,20.02,31.9,2.77,
932,2021/05/14 05:30:02,20.05,31.9,2.80,
933,2021/05/14 05:45:02,20.02,32.0,2.82,
934,2021/05/14 06:00:02,20.05,32.2,2.93,
935,2021/05/14 06:15:02,20.04,32.3,2.97,
936,2021/05/14 06:30:02,19.99,32.4,2.97,
937,2021/05/14 06:45:02,19.96,32.7,3.07,
938,2021/05/14 07:00:02,20.08,32.5,3.09,
939,2021/05/14 07:15:02,20.02,32.7,3.12,
940,2021/05/14 07:30:02,19.89,33.1,3.18,
941,2021/05/14 07:45:02,19.92,33.1,3.21,
942,2021/05/14 08:00:02,19.93,33.3,3.30,
943,2021/05/14 08:15:02,19.78,33.6,3.30,
944,2021/05/14 08:30:02,19.88,33.6,3.38,
945,2021/05/14 08:45:02,19.88,33.6,3.38,
946,2021/05/14 09:00:02,19.84,33.8,3.43,
947,2021/05/14 09:15:02,19.79,34.0,3.47,
948,2021/05/14 09:30:02,19.72,34.1,3.45,
949,2021/05/14 09:45:02,19.68,34.5,3.58,
950,2021/05/14 10:00:02,19.71,34.8,3.73,
951,2021/05/14 10:15:02,19.72,35.0,3.82,
952,2021/05/14 10:30:02,19.74,34.9,3.80,
953,2021/05/14 10:45:02,19.68,35.1,3.83,
954,2021/05/14 11:00:02,19.68,35.1,3.83,
955,2021/05/14 11:15:02,19.71,35.1,3.85,
956,2021/05/14 11:30:02,19.71,35.2,3.90,
957,2021/05/14 11:45:02,19.71,35.2,3.90,
958,2021/05/14 12:00:02,19.63,35.6,3.98,
959,2021/05/14 12:15:02,19.71,35.8,4.14,
960,2021/05/14 12:30:02,19.67,36.0,4.18,
961,2021/05/14 12:45:02,19.67,36.1,4.22,
962,2021/05/14 13:00:02,19.81,36.0,4.30,
963,2021/05/14 13:15:02,19.82,36.1,4.35,
964,2021/05/14 13:30:02,19.88,36.2,4.45,
965,2021/05/14 13:45:02,20.05,36.0,4.52,
966,2021/05/14 14:00:02,20.23,35.8,4.60,
967,2021/05/14 14:15:02,20.22,36.0,4.67,
968,2021/05/14 14:30:02,20.11,36.3,4.69,
969,2021/05/14 14:45:02,20.59,35.6,4.83,
970,2021/05/14 15:00:02,20.50,36.0,4.92,
971,2021/05/14 15:15:02,20.27,36.4,4.87,
972,2021/05/14 15:30:02,20.06,37.5,5.11,
973,2021/05/14 15:45:02,20.19,37.2,5.11,
974,2021/05/14 16:00:02,20.15,37.4,5.15,
975,2021/05/14 16:15:02,20.15,37.4,5.15,
976,2021/05/14 16:30:02,20.09,37.5,5.14,
977,2021/05/14 16:45:02,20.26,37.1,5.13,
978,2021/05/14 17:00:02,20.30,36.8,5.05,
979,2021/05/14 17:15:02,20.32,36.4,4.91,
980,2021/05/14 17:30:02,20.43,35.9,4.81,
981,2021/05/14 17:45:02,20.44,35.6,4.70,
982,2021/05/14 18:00:02,20.47,35.3,4.61,
983,2021/05/14 18:15:02,20.48,34.8,4.41,
984,2021/05/14 18:30:02,20.47,34.5,4.28,
